Country,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,"Hong Kong SAR, China",Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao SAR, China","Macedonia, FYR",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Vietnam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe,Other North,Other South,World,
Cote d'Ivoire,0,0,132,0,0,274,0,33,0,0,610,290,0,0,0,0,0,0,"6,023",0,"14,183",2,0,3,0,0,406,0,10,"557,968",0,7,0,"3,483","6,476",0,233,0,0,11,107,3,0,0,0,3,0,0,0,0,0,143,457,0,0,4,3,246,0,0,0,6,0,8,0,134,"91,303",0,"3,233",0,0,"4,049","46,058",112,0,0,0,0,"7,741",0,0,0,0,0,43,2,0,0,0,0,325,0,0,"26,342",0,0,2,0,755,0,0,0,0,0,0,0,0,0,0,"150,586",609,0,0,18,0,0,0,0,0,0,"80,258",7,0,467,0,39,0,0,11,0,0,0,0,0,26,0,"1,198",0,0,0,"1,657","4,138",0,339,0,0,0,1,0,0,3,0,5,135,0,0,0,110,0,0,0,0,0,"2,739",0,13,368,0,0,9,5,0,0,"1,909",0,"3,309",0,0,0,0,0,0,0,0,981,"3,211",0,0,0,16,0,"5,893",0,0,658,1,0,0,0,63,0,0,"6,997","28,348",5,0,0,6,0,0,0,0,0,0,0,0,"1,065,361",
Croatia,0,"13,203",0,0,0,0,0,"1,386",0,1,"63,350","43,339",0,0,0,0,0,0,310,0,0,6,0,39,"12,287",0,701,0,137,0,0,0,0,0,"93,048",0,0,0,0,474,136,60,0,0,0,24,0,0,2,0,98,"5,213","1,391",0,0,0,120,97,0,0,0,37,0,94,0,254,"10,249",0,0,0,0,"332,605",0,461,0,0,0,0,18,0,0,0,0,0,"2,109",180,0,0,0,0,926,0,0,"23,768",0,0,25,0,43,0,0,0,0,0,0,0,5,0,0,0,0,133,0,439,0,"1,435",0,0,0,0,0,122,0,0,0,82,0,0,0,0,"14,055",0,0,0,0,0,455,0,"1,842",2,0,0,0,"3,776",0,0,0,105,0,0,108,0,843,86,0,0,"1,482",321,0,0,18,0,0,0,"281,304",1,0,0,0,968,"61,649",0,0,"1,650",0,"2,000",0,0,0,0,0,0,0,0,"8,452","19,832",0,0,0,0,0,0,0,0,0,331,0,0,0,0,50,0,"9,078","39,747",42,0,0,416,0,0,0,0,0,0,1,0,"1,057,021",
Cuba,0,0,0,0,0,0,20,"3,461",0,131,890,915,0,417,0,0,58,43,"1,778",0,0,29,0,"1,842",0,0,"2,544",0,405,0,0,87,0,0,"15,509",972,0,0,0,"3,783",359,"1,945",0,0,544,"8,725",0,0,0,237,42,664,491,0,12,"9,435","4,365",5,128,0,0,15,0,3,0,491,"4,852",0,0,0,12,"14,576",0,460,0,0,0,686,"1,735",0,0,"2,555",618,0,582,60,0,0,0,0,188,0,"1,110","35,020","2,697",0,8,0,13,0,0,0,0,0,0,0,55,0,0,0,0,0,21,25,0,0,5,0,0,0,0,1,0,8,0,"12,768",0,0,0,0,0,0,0,0,629,0,"1,323",0,0,967,0,0,0,"1,008",0,0,0,"2,917",0,255,"1,053",10,242,"1,675","17,392",0,55,"2,228",0,0,21,0,0,0,28,43,0,0,857,143,87,0,0,"2,533",0,"133,873",0,24,24,0,0,0,0,0,"2,724","3,354",0,0,0,0,114,0,0,76,0,63,0,0,0,15,702,0,"2,184","1,271,618",456,0,0,"11,601",0,0,0,0,0,0,281,0,"1,598,975",
Curacao,0,0,0,0,0,0,19,0,0,"2,471",130,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,64,0,0,420,18,0,0,0,5,0,97,0,0,0,3,0,0,3,0,0,0,0,0,0,45,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,"65,383",0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,7,69,0,0,0,9,0,0,0,0,0,0,0,0,0,0,"1,475",0,0,0,0,0,0,0,0,50,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,"3,586",0,0,0,643,0,211,0,0,0,0,8,0,"75,139",
Cyprus,0,0,0,0,0,0,0,327,0,0,"20,300",297,0,0,0,0,0,0,513,0,0,2,0,2,0,0,0,0,"1,074",0,0,0,0,0,"4,845",0,7,0,0,15,0,5,0,0,0,6,0,0,0,0,0,174,169,0,0,8,11,81,0,0,0,10,0,0,0,183,"1,047",0,0,0,0,"1,858",0,"21,215",0,0,0,0,0,0,0,0,0,0,293,5,0,0,0,0,309,0,"1,500",567,0,0,131,0,11,0,0,0,0,0,0,0,48,0,0,0,0,0,25,66,0,0,0,0,0,0,0,55,0,0,0,4,0,0,0,0,0,0,0,0,0,0,655,0,0,3,0,0,0,204,0,0,0,4,0,0,1,0,223,31,0,0,404,716,0,0,0,0,0,0,171,0,0,0,0,129,28,0,0,"8,115",0,378,252,1,0,0,0,0,0,0,759,480,0,0,0,0,0,0,0,0,0,"15,388",0,0,0,0,67,0,"76,000","20,091",4,0,0,15,0,0,0,0,0,0,1,0,"179,283",
Czech Republic,0,0,0,0,0,0,0,"1,860",0,0,"13,710","39,630",0,4,0,0,0,95,719,0,0,12,0,54,50,0,547,0,"1,627",0,0,0,0,0,"25,393",0,0,0,0,182,359,41,0,0,0,76,0,923,189,0,794,0,"1,346",0,0,30,461,190,1,0,0,347,0,11,0,248,"9,244",0,0,0,33,"93,000",0,"4,349",0,0,0,0,0,0,0,0,0,0,"1,558",318,0,0,0,0,"6,539",0,0,"10,130",0,0,23,0,84,0,0,0,0,0,0,0,135,0,0,0,0,60,79,962,0,53,0,0,106,0,0,101,0,0,0,180,0,133,0,16,103,0,0,0,69,0,"6,393",0,"1,372",0,0,0,0,"2,233",0,0,0,39,0,39,107,17,"4,836",257,18,0,583,"11,264",0,0,2,0,0,0,"1,041",1,0,0,0,"87,813",649,0,0,"3,291",0,"7,611",0,0,0,0,0,0,0,0,"1,831","14,708",0,0,0,0,0,0,0,0,0,"1,518",0,0,0,0,"7,473",0,"40,000","74,639",20,375,0,381,0,0,0,0,0,0,0,0,"484,685",
Denmark,0,0,171,0,105,0,0,434,0,1,"10,900","1,319",0,16,0,0,0,198,"2,447",0,0,35,41,111,3,409,604,0,224,0,0,0,0,0,"20,093",26,2,0,0,289,"1,759",97,0,0,0,147,0,99,3,0,199,586,0,0,0,96,266,318,6,0,0,254,0,"3,697",0,985,"6,733",0,0,0,0,"22,000",0,884,"5,207",0,0,0,64,0,0,0,13,0,495,"3,287",0,0,0,0,"1,053",0,"1,220","3,097",0,647,49,0,"1,378",0,0,0,0,0,0,0,207,0,0,0,787,24,275,"2,690",0,0,0,0,366,0,0,164,0,0,0,192,0,0,156,0,83,0,0,0,104,0,"3,581",0,"1,504",55,0,0,0,"25,055",0,0,0,151,0,21,285,455,957,408,0,0,346,231,0,0,0,0,0,0,181,3,0,0,0,273,120,0,0,"4,174",0,"9,665",24,0,0,0,0,0,0,0,"41,870","5,604",0,134,0,"3,764",0,0,0,0,0,"4,985",0,0,0,254,30,0,"24,000","33,715",40,131,0,147,0,0,0,0,0,0,2,2,"259,282",
Djibouti,0,0,317,0,0,0,0,0,0,0,190,9,0,0,0,0,0,0,"1,336",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,"1,545",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,11,22,0,0,0,0,587,0,0,0,0,"3,910",0,0,11,"6,670",0,0,0,0,0,0,38,0,0,0,0,17,0,0,0,0,0,2,2,0,0,0,0,3,0,0,88,0,0,7,0,799,0,0,0,0,0,0,0,0,0,0,0,"1,456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,59,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,333,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,24,0,0,0,0,0,0,0,0,0,0,0,0,"18,082",
Dominica,0,0,0,0,0,0,"4,840",13,0,107,30,36,0,78,0,0,607,0,162,0,0,28,0,3,0,0,25,0,1,0,0,0,0,0,"3,540",0,0,0,0,36,0,52,0,0,0,17,0,0,10,109,0,2,12,0,0,32,18,0,1,0,0,0,0,0,0,6,"8,243",0,0,0,0,0,0,80,0,112,0,0,12,0,44,0,0,0,4,5,0,0,0,0,5,0,0,339,207,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,75,0,0,3,0,0,0,21,0,0,0,59,0,0,6,0,0,17,"1,563",0,0,9,0,0,0,0,0,0,0,0,0,0,"1,547",3,1,0,0,0,0,803,0,203,231,0,170,0,0,0,42,410,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,"5,616","31,220",3,0,0,1,0,"6,547",0,0,0,0,"6,147",278,"73,955",
Dominican Republic,0,0,0,0,0,0,"1,819","10,406",0,"4,355",190,"3,058",0,303,0,0,0,0,"2,784",0,0,101,0,120,0,0,381,0,41,0,0,0,0,0,"9,823",87,0,0,0,344,0,410,0,0,0,"2,433",0,0,125,"5,834",13,63,152,0,0,0,517,0,72,0,0,6,0,0,0,172,"4,912",0,0,0,0,"11,127",0,697,0,0,0,113,1,0,0,"5,110",136,0,44,39,0,0,0,0,38,0,0,"43,334",0,0,3,0,53,0,0,0,0,0,0,0,0,0,0,0,0,71,0,38,0,0,0,0,0,0,0,0,0,0,0,"3,019",0,0,0,0,0,0,0,0,0,0,"8,771",0,0,71,0,0,0,834,0,0,0,"8,358",0,16,214,17,22,70,"67,415",0,22,22,0,0,9,0,0,0,0,0,0,0,"3,671",22,191,0,0,0,0,"163,821",0,516,48,0,0,0,0,0,733,"11,572",0,0,0,0,0,0,0,0,0,17,0,"1,896",0,0,8,0,"1,217","1,085,321",50,0,0,"14,972",127,"5,958",0,0,0,0,"8,768",859,"1,497,952",
Ecuador,0,0,0,0,0,0,0,"10,887",0,171,"2,610",710,0,44,0,0,0,0,"6,248",0,0,70,0,"1,042",0,0,"2,119",0,22,0,0,0,0,0,"15,852",0,0,0,0,"24,427",290,"15,212",0,0,0,"1,587",0,0,63,0,11,166,349,0,0,"1,313",0,17,123,0,0,13,0,0,0,196,"4,198",0,0,0,0,"8,514",0,116,0,0,0,173,1,0,0,0,465,0,152,34,0,0,0,0,102,0,0,"82,835",0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,4,0,0,0,"3,184",0,0,0,0,0,0,0,0,0,0,"2,365",0,0,115,0,0,0,776,0,0,0,"2,759",0,94,"4,639",473,49,461,931,0,3,241,0,0,4,0,0,0,0,0,0,0,0,37,21,0,0,0,0,"410,517",0,0,0,0,0,0,0,0,"2,422","6,475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,"7,725","439,123",310,0,0,"37,549",0,0,0,0,0,0,0,0,"1,100,472",
"Egypt, Arab Rep.",0,435,0,0,0,0,10,274,0,4,"44,890","13,806",0,32,"83,015",0,0,0,"4,515",0,0,16,0,21,0,0,"3,818",0,241,0,0,0,0,0,"58,058",0,74,0,0,100,"1,294",149,0,0,0,28,0,240,7,0,"6,105","1,172","1,749",0,1,8,124,0,1,0,0,85,0,0,0,"1,224","31,407",0,0,0,0,"23,428",45,"27,754",0,0,0,33,26,0,0,0,1,0,"1,496",33,0,0,0,"14,651","1,328",0,"15,520","112,826",0,"1,850","132,703",0,"3,134",0,0,0,0,"422,823",0,0,40,"102,507",0,0,"21,474",0,44,27,0,"1,967",57,0,465,44,0,627,0,489,0,195,0,0,0,0,148,"1,904",0,0,160,0,"13,205",0,"1,359",1,0,"18,263",0,"1,111","77,119",0,0,75,0,0,26,166,485,434,47,"166,840",138,"1,060",0,0,5,0,"871,621",0,76,10,0,0,0,212,214,0,0,"7,628","5,151","5,004",131,1,0,0,0,"15,831",0,0,"6,256","6,359",0,0,0,56,0,0,0,0,"1,159","1,141",0,0,0,0,147,"857,947","33,000","181,677",67,0,0,187,0,0,"18,524","11,225",171,0,0,1,"3,444,832",
El Salvador,0,0,157,0,0,0,0,477,0,3,"11,050",101,0,76,0,0,0,0,619,"11,223",0,10,0,132,0,0,279,0,8,0,0,0,0,0,"50,756",0,0,0,0,289,0,409,0,0,0,"13,984",0,0,28,0,13,29,63,0,0,506,762,291,0,0,0,1,0,0,0,63,"1,172",0,0,0,0,"1,335",0,53,0,0,0,"19,976",3,0,0,0,"8,941",0,18,11,0,0,0,0,54,0,0,"13,416",199,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,594",0,0,0,0,0,0,0,0,0,0,409,0,0,"2,510",0,0,0,208,0,0,0,"3,330",0,47,127,1,1,89,824,0,2,7,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,"11,813",0,0,0,0,0,0,0,0,"2,942",887,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,776,"1,387,022",54,0,0,"1,030",0,0,0,0,0,0,0,2,"1,559,934",
Equatorial Guinea,0,0,0,0,0,0,0,13,0,0,10,9,0,0,0,0,0,0,85,0,0,0,0,0,0,0,67,0,0,0,0,0,0,"3,817",63,0,238,0,0,3,170,3,0,0,"1,605",1,0,0,6,0,0,6,11,0,0,0,0,1,0,0,0,0,0,0,0,14,427,0,"82,825",0,0,0,0,4,0,0,0,0,"10,391",0,0,0,0,0,4,9,0,0,0,0,1,0,0,135,0,0,0,0,"1,297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,6,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,"9,087",0,10,0,0,0,0,0,0,10,0,0,227,0,0,0,104,0,0,0,250,0,0,0,0,0,0,0,0,112,0,0,0,0,"21,785",0,0,0,0,0,0,0,0,45,66,0,0,0,0,0,109,0,0,0,17,0,0,0,0,1,0,255,513,0,0,0,7,0,0,0,0,0,0,0,0,"133,910",
Eritrea,0,0,440,0,0,0,0,10,0,0,"4,680",270,0,0,"1,605",0,0,0,376,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,"9,009",0,0,0,0,3,0,8,0,0,0,5,0,0,2,0,5,6,"3,435",0,0,0,0,"2,001",0,0,0,0,"217,472",0,0,143,646,0,0,0,0,"14,684",0,274,0,0,0,0,22,0,0,0,0,0,35,7,0,0,0,822,167,0,0,"12,501",0,0,74,0,"2,456",0,0,0,0,"5,149",0,0,0,0,0,0,"2,027",0,0,0,0,0,0,0,0,0,0,654,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"7,387",0,0,0,0,0,0,"17,718",0,0,0,0,0,0,0,0,26,2,0,"3,519",0,6,0,0,2,0,0,0,0,0,0,0,0,0,11,0,35,944,"3,322",138,0,0,0,0,0,"188,411",0,0,"28,616","18,262",0,0,0,0,0,0,0,0,567,0,0,0,0,"4,988",0,"18,440","30,000","43,010",1,0,0,28,0,0,0,"1,020",0,0,0,0,"645,445",
Estonia,0,0,0,0,0,0,0,206,0,0,"3,980",523,900,16,0,0,0,"3,230",973,0,0,3,0,6,0,0,222,0,112,0,0,0,0,0,"6,165",0,0,0,0,55,0,22,0,0,0,5,0,19,0,0,34,197,"1,432",0,0,0,18,46,0,0,0,0,0,11,0,"44,481",922,0,0,0,537,"8,000",0,126,0,0,0,0,0,0,0,0,0,0,163,135,0,0,0,0,"2,951",0,0,"1,467",0,0,6,"2,643",21,0,0,0,0,0,637,0,"3,019",0,0,0,0,2,"1,279",558,0,0,0,0,0,0,0,5,0,0,0,16,0,"1,210",0,0,0,0,0,0,0,0,"1,098",0,0,0,0,0,0,"5,127",0,0,0,7,0,0,20,0,214,132,0,0,5,"58,792",0,0,0,0,0,0,0,0,0,0,0,57,40,0,0,237,0,"2,093",0,0,0,0,0,0,0,0,"10,303",733,0,0,0,0,0,0,0,0,0,168,629,0,0,0,"10,509",0,"9,354","11,874",2,"4,069",0,52,0,0,0,0,0,0,0,0,"201,868",
Ethiopia,0,0,407,0,0,0,"1,337",33,0,4,"13,080","1,255",0,0,"1,129",0,0,24,"4,410",0,0,10,0,2,0,0,12,0,80,0,0,0,0,0,"28,526",0,0,0,0,6,450,10,0,0,0,21,0,0,21,0,95,229,"1,218","13,549",1,0,7,"1,231",0,0,108,7,0,39,0,"1,980","8,806",0,0,0,0,"20,878",35,"2,376",0,0,0,3,11,0,0,0,0,0,140,73,0,0,0,0,537,0,"85,670","28,737",0,0,76,0,"36,692",0,0,0,0,"3,917",0,0,0,0,0,0,"1,872",0,0,8,0,0,0,0,0,0,0,429,0,0,0,25,0,0,5,0,0,0,0,0,195,0,"12,560",0,"1,218",82,0,0,0,"8,355",0,0,0,3,0,0,9,0,47,32,0,"2,478",3,272,0,0,0,0,"148,753",0,0,3,0,0,0,32,32,0,"13,732","5,126","12,802","4,072",0,0,4,0,0,"71,631",0,31,"16,704","6,634",0,0,0,2,0,0,0,0,229,177,0,0,0,"1,512",103,"10,538","20,000","244,924",5,0,0,35,0,0,0,"5,806",0,0,0,0,"847,712",
Faeroe Islands,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"14,137",0,0,0,11,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,951,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,53,1,0,0,0,0,0,0,0,0,0,0,0,"16,207",
Fiji,0,0,0,471,0,0,0,2,0,1,"71,800",24,0,0,0,0,0,0,27,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,"28,241",0,0,0,0,11,136,1,0,0,0,1,0,0,0,0,5,4,18,0,0,0,0,1,0,0,0,1,0,0,0,10,158,37,0,0,0,0,0,22,0,0,0,0,2,0,0,0,0,0,4,1,170,0,0,0,42,0,0,39,0,0,0,0,7,514,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,118,0,0,5,0,0,0,0,0,0,0,0,0,0,66,0,"56,274",2,0,0,0,44,0,0,0,1,160,0,1,8,10,0,0,0,0,2,0,156,0,0,0,0,0,0,0,0,0,0,1,100,0,74,0,32,0,0,0,0,0,0,0,0,63,89,0,0,0,0,0,0,687,0,0,2,0,0,54,0,4,0,"6,021","43,406",1,0,229,0,0,0,0,0,0,0,0,315,"209,685",
Finland,0,0,184,0,0,0,0,176,0,1,"9,700","1,631",184,5,0,0,0,"2,102","2,602",0,0,7,0,41,0,0,633,0,172,0,0,0,0,0,"14,658",15,0,0,0,167,"1,349",50,0,0,0,63,0,37,4,0,582,490,"3,446",0,0,62,188,342,0,0,0,"6,549",0,34,0,0,"3,886",0,0,0,11,"11,000",0,757,13,0,0,0,5,0,0,0,12,0,833,185,0,0,0,0,"1,038",0,314,"2,699",0,705,9,0,146,0,0,0,0,0,130,0,136,0,0,0,848,7,95,"1,382",0,0,0,0,0,0,0,98,0,0,0,124,0,490,69,4,0,0,0,0,72,0,"3,114",0,0,11,0,0,0,"6,864",0,0,0,47,0,0,83,115,269,347,0,0,135,"2,211",0,0,2,0,0,0,33,1,0,0,0,165,106,0,0,"1,068",0,"11,371",61,0,0,0,0,0,0,0,"156,045","5,271",0,0,0,"2,259",0,0,0,0,0,"2,476",128,0,0,0,240,0,"7,000","21,526",34,829,0,73,0,0,0,0,0,0,0,0,"292,426",
France,0,58,"1,116",0,"4,145",0,43,"9,787",0,52,"40,270","8,512",0,149,"2,080",0,0,0,"184,310",0,"1,854",143,32,"1,287",167,0,"11,713",0,"1,987",0,312,205,283,"14,895","105,159",51,"10,425","1,000","1,998","3,931","15,087","2,203",482,0,"10,474","1,470",0,"1,713",154,10,"1,079","4,906","5,739",0,80,"3,490","3,297","2,691",215,"5,017",438,"1,043",0,23,0,"2,399",0,"24,130","15,308",0,39,"130,915",254,"6,573",14,0,0,268,"1,044",115,0,944,145,"2,228","4,395",627,"1,130",0,0,0,"11,988",0,"57,000","128,402",0,"10,135",397,0,715,0,0,"2,505",0,"5,241",0,0,197,127,0,58,"5,139",130,302,"38,384",0,0,"10,185",0,"3,138",119,"19,165",538,0,"3,018","2,878","8,625",0,0,"7,798",75,383,"36,129",0,0,496,0,"25,160","38,976","4,008",154,0,0,0,"6,385","2,951",0,0,"1,000",0,629,"2,685","1,241","27,991","93,781",188,"2,014","8,536","2,568",233,12,28,136,0,"13,511","5,803",241,0,0,92,"2,956","3,598","2,281",0,"12,506",0,"202,792",390,5,74,0,0,0,"3,319",0,"9,525","158,619",0,0,0,"22,489",0,"4,906",0,0,"8,784","28,507",0,0,0,363,"1,433","17,302","164,000","175,250",851,0,549,"3,835",214,0,0,0,72,0,"124,497","10,587","2,207,397",
French Polynesia,0,0,0,0,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,382,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,70,"2,321",2,0,1,0,0,0,0,0,0,0,0,123,"4,029",
Gabon,0,0,0,0,0,0,0,2,0,0,50,40,0,0,0,0,0,0,664,0,0,0,0,0,0,0,36,0,16,0,0,8,0,"16,052",964,0,308,330,0,6,150,0,0,0,"3,210",2,0,0,0,0,0,2,10,0,0,0,0,7,0,281,0,0,0,0,0,11,"20,080",0,0,0,0,523,0,7,0,0,0,0,71,0,0,0,0,0,12,0,0,0,0,0,11,0,0,415,0,0,3,0,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"34,946",0,0,185,0,2,0,0,2,0,0,0,0,0,0,0,98,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,10,586,0,0,4,16,0,0,0,227,0,0,0,1,0,0,0,0,2,0,0,515,0,280,0,0,0,0,0,0,0,0,25,302,0,0,0,0,0,919,0,0,0,5,0,0,0,0,4,0,321,417,1,0,0,2,0,0,0,0,0,0,0,0,"83,129",
"Gambia, The",0,0,0,0,0,0,0,2,0,1,140,729,0,0,0,0,0,0,809,0,0,2,0,0,0,0,0,0,17,0,0,5,0,0,568,0,0,0,0,3,0,1,0,0,0,0,50,0,0,0,0,21,652,0,0,0,50,27,0,0,0,1,0,0,0,717,"1,935",0,0,0,0,"4,433","1,337",49,0,0,0,0,515,"1,566",0,0,0,0,11,12,0,0,0,0,80,0,0,"8,199",0,0,1,0,30,0,0,0,0,0,0,0,0,0,0,745,0,0,0,0,0,0,0,0,0,0,"4,651",1,0,0,0,0,0,0,0,0,0,0,0,0,78,0,778,0,0,0,0,"6,176",0,"1,189",0,0,0,1,0,0,2,0,7,119,0,0,3,11,0,0,0,0,0,"5,028",0,0,"5,041",0,0,3,18,0,0,0,0,"20,115",0,0,0,0,0,0,0,0,"4,884",816,0,0,0,0,0,"1,090",0,0,0,21,0,0,0,0,1,0,"11,000","22,783",1,0,0,0,0,0,0,0,0,0,0,0,"106,525",
